"FitApply..Test Condition","FitApply..ID","MTVC.gs0.variable","MTVC.gs0.value"
"T1","EPHB4_583_595","MTVC.ds50.pvalue.treatment",0.12127305091641105
"T1","EPOR_361_373","MTVC.ds50.LogFC",-0.4334040173401579
"T1","EPOR_361_373","MTVC.ds50.pvalue.treatment",0.14600948302472805
"T1","EPOR_419_431","MTVC.ds50.LogFC",-0.7861117390878944
"T1","EPOR_419_431","MTVC.ds50.pvalue.treatment",0.15410500779693237
"T1","FAK1_569_581","MTVC.ds50.LogFC",-0.2350640533164866
"T1","FAK1_569_581","MTVC.ds50.pvalue.treatment",0.13695843009470732
"T1","FAK2_572_584","MTVC.ds50.LogFC",-0.2932512452517575
"T1","FAK2_572_584","MTVC.ds50.pvalue.treatment",0.0778050808104449
"T1","FER_707_719","MTVC.ds50.LogFC",-0.42640675692226543
"T1","FER_707_719","MTVC.ds50.pvalue.treatment",0.0796281580638325
"T1","FES_706_718","MTVC.ds50.LogFC",-0.33911693026968215
"T1","FES_706_718","MTVC.ds50.pvalue.treatment",0.13013549304571015
"T1","FRK_380_392","MTVC.ds50.LogFC",-0.2999434619095339
"T1","FRK_380_392","MTVC.ds50.pvalue.treatment",0.06877631616727053
"T1","GSK3B_210_222_C218S","MTVC.ds50.LogFC",-0.21199884781812028
"T1","GSK3B_210_222_C218S","MTVC.ds50.pvalue.treatment",0.23145940333355886
"T1","HAVR2_257_267_G257K","MTVC.ds50.LogFC",-0.36534497952057676
"T1","HAVR2_257_267_G257K","MTVC.ds50.pvalue.treatment",0.026404871723744616
"T1","IRS2_626_638","MTVC.ds50.LogFC",-0.004868789846779705
"T1","IRS2_626_638","MTVC.ds50.pvalue.treatment",0.986480082420103
"T1","JAK1_1027_1039","MTVC.ds50.LogFC",-0.6941200434443474
"T1","JAK1_1027_1039","MTVC.ds50.pvalue.treatment",0.1102561008668399
"T1","JAK2_563_577","MTVC.ds50.LogFC",-0.7524034282757296
"T1","JAK2_563_577","MTVC.ds50.pvalue.treatment",0.23619645371729403
"T1","JAK3_974_986","MTVC.ds50.LogFC",-0.49781209706618684
"T1","JAK3_974_986","MTVC.ds50.pvalue.treatment",0.05621742922516271
"T1","K2C6B_53_65","MTVC.ds50.LogFC",-0.3211899578048222
"T1","K2C6B_53_65","MTVC.ds50.pvalue.treatment",0.03637492433470424
"T1","K2C8_425_437","MTVC.ds50.LogFC",-0.34774068379868844
"T1","K2C8_425_437","MTVC.ds50.pvalue.treatment",0.24615380546432153
"T1","KIT_930_942_C942S","MTVC.ds50.LogFC",-0.3878912536752954
"T1","KIT_930_942_C942S","MTVC.ds50.pvalue.treatment",0.07437038708761978
"T1","LCK_387_399","MTVC.ds50.LogFC",-0.5899796085124042
"T1","LCK_387_399","MTVC.ds50.pvalue.treatment",0.28688700338429873
"T1","MAPK3_198_210_C203S","MTVC.ds50.LogFC",-0.3989277572613818
"T1","MAPK3_198_210_C203S","MTVC.ds50.pvalue.treatment",0.18652694177769047
"T1","MBP_198_210","MTVC.ds50.LogFC",-0.35380449301913525
"T1","MBP_198_210","MTVC.ds50.pvalue.treatment",0.016780371789479
"T1","MBP_259_271","MTVC.ds50.LogFC",-0.6988409575996165
"T1","MBP_259_271","MTVC.ds50.pvalue.treatment",0.064266090017147
"T1","MET_1227_1239","MTVC.ds50.LogFC",-0.4291723174620194
"T1","MET_1227_1239","MTVC.ds50.pvalue.treatment",0.05059710841008336
"T1","MET_1228_1240","MTVC.ds50.LogFC",-0.309944037843131
"T1","MET_1228_1240","MTVC.ds50.pvalue.treatment",0.2423336869562367
"T1","MK01_180_192","MTVC.ds50.LogFC",-0.4332791279805984
"T1","MK01_180_192","MTVC.ds50.pvalue.treatment",0.003554758135912106
"T1","MK03_199_208","MTVC.ds50.LogFC",-0.5590881885832181
"T1","MK03_199_208","MTVC.ds50.pvalue.treatment",0.0026930490335645985
"T1","MK07_212_224","MTVC.ds50.LogFC",-0.8203661530032595
"T1","MK07_212_224","MTVC.ds50.pvalue.treatment",0.012790575070699806
"T1","MK08_181_191","MTVC.ds50.LogFC",-0.32806719294862324
"T1","MK08_181_191","MTVC.ds50.pvalue.treatment",0.00180683953703209
"T1","MK10_216_228","MTVC.ds50.LogFC",-0.24940479015531242
"T1","MK10_216_228","MTVC.ds50.pvalue.treatment",0.038339176485540305
"T1","MK12_180_189_M182B","MTVC.ds50.LogFC",0.011471873715147265
"T1","MK12_180_189_M182B","MTVC.ds50.pvalue.treatment",0.9831177679754974
"T1","MPZL1_235_246_H235K_Q236K","MTVC.ds50.LogFC",-0.398369889085067
"T1","MPZL1_235_246_H235K_Q236K","MTVC.ds50.pvalue.treatment",0.05366883115592902
"T1","NCF1_313_325","MTVC.ds50.LogFC",-0.15453095731459643
"T1","NCF1_313_325","MTVC.ds50.pvalue.treatment",0.3283378232456404
"T1","NPT2A_501_513","MTVC.ds50.LogFC",-0.29968654974601433
"T1","NPT2A_501_513","MTVC.ds50.pvalue.treatment",0.019084665662474354
"T1","NTRK2_696_708","MTVC.ds50.LogFC",-0.45160577181398204
"T1","NTRK2_696_708","MTVC.ds50.pvalue.treatment",0.014970034229490281
"T1","P85A_600_612","MTVC.ds50.LogFC",-0.46469770103975844
"T1","P85A_600_612","MTVC.ds50.pvalue.treatment",0.13472077922976622
"T1","PAXI_111_123","MTVC.ds50.LogFC",-0.3045059921006723
"T1","PAXI_111_123","MTVC.ds50.pvalue.treatment",0.10952753593427378
"T1","PAXI_24_36","MTVC.ds50.LogFC",-0.40145420805125254
"T1","PAXI_24_36","MTVC.ds50.pvalue.treatment",0.08643285314894933
"T1","PDPK1_2_14","MTVC.ds50.LogFC",-0.34571992018062797
"T1","PDPK1_2_14","MTVC.ds50.pvalue.treatment",0.03413692596635287
"T1","PDPK1_369_381","MTVC.ds50.LogFC",-0.687656895206536
"T1","PDPK1_369_381","MTVC.ds50.pvalue.treatment",0.15158293145942103
"T1","PECA1_706_718","MTVC.ds50.LogFC",-0.26544525058304996
"T1","PECA1_706_718","MTVC.ds50.pvalue.treatment",0.07454382265360837
"T1","PECA1_708_718","MTVC.ds50.LogFC",-0.25237359625191275
"T1","PECA1_708_718","MTVC.ds50.pvalue.treatment",0.05386330385959459
"T1","PGFRB_1002_1014","MTVC.ds50.LogFC",-0.9286424504380876
"T1","PGFRB_1002_1014","MTVC.ds50.pvalue.treatment",0.14418392196456997
"T1","PGFRB_1014_1028","MTVC.ds50.LogFC",-1.6762626370711995
"T1","PGFRB_1014_1028","MTVC.ds50.pvalue.treatment",0.03531474058146422
"T1","PGFRB_572_584","MTVC.ds50.LogFC",-0.10604725318889753
"T1","PGFRB_572_584","MTVC.ds50.pvalue.treatment",0.4034772204555388
"T1","PGFRB_709_721","MTVC.ds50.LogFC",-0.44846963774077364
"T1","PGFRB_709_721","MTVC.ds50.pvalue.treatment",0.1005411500758
"T1","PGFRB_768_780","MTVC.ds50.LogFC",-0.5631806637087963
"T1","PGFRB_768_780","MTVC.ds50.pvalue.treatment",0.10258662416499509
"T1","PGFRB_771_783","MTVC.ds50.LogFC",-0.4185233782399681
"T1","PGFRB_771_783","MTVC.ds50.pvalue.treatment",0.6338801941673982
"T1","PLCG1_764_776","MTVC.ds50.LogFC",-0.3347092701536995
"T1","PLCG1_764_776","MTVC.ds50.pvalue.treatment",0.06893763513746265
"T1","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",-0.32173680952759265
"T1","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",0.07863155659402166
"T1","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",-0.5349255132088812
"T1","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",0.08676577466143076
"T1","PP2AB_297_309","MTVC.ds50.LogFC",-0.2658586633992059
"T1","PP2AB_297_309","MTVC.ds50.pvalue.treatment",0.1266705753434303
"T1","PRGR_786_798","MTVC.ds50.LogFC",-0.5451396218076416
"T1","PRGR_786_798","MTVC.ds50.pvalue.treatment",0.27447593705400664
"T1","PRRX2_202_214","MTVC.ds50.LogFC",-0.45789958030933625
"T1","PRRX2_202_214","MTVC.ds50.pvalue.treatment",0.049958887262754104
"T1","PTN11_539_551","MTVC.ds50.LogFC",-0.23766267329100868
"T1","PTN11_539_551","MTVC.ds50.pvalue.treatment",0.2720728073492651
"T1","PTN11_541_551","MTVC.ds50.LogFC",-0.22145233894421087
"T1","PTN11_541_551","MTVC.ds50.pvalue.treatment",0.23991103607150732
"T1","PTN11_57_67","MTVC.ds50.LogFC",-0.3196930055240764
"T1","PTN11_57_67","MTVC.ds50.pvalue.treatment",0.12202731898465702
"T1","PTN11_580_590","MTVC.ds50.LogFC",-0.3562114933438019
"T1","PTN11_580_590","MTVC.ds50.pvalue.treatment",0.19306218769347572
"T1","PTN6_531_541","MTVC.ds50.LogFC",-0.39019994288897925
"T1","PTN6_531_541","MTVC.ds50.pvalue.treatment",0.025873667013071477
"T1","PTN6_558_570","MTVC.ds50.LogFC",-0.3726959400389178
"T1","PTN6_558_570","MTVC.ds50.pvalue.treatment",0.15846282040121507
"T1","RAF1_332_344","MTVC.ds50.LogFC",-0.3395372007724234
"T1","RAF1_332_344","MTVC.ds50.pvalue.treatment",0.025026199395819404
"T1","RASA1_453_465","MTVC.ds50.LogFC",-0.40049142965230594
"T1","RASA1_453_465","MTVC.ds50.pvalue.treatment",0.019127084441271647
"T1","RB_804_816","MTVC.ds50.LogFC",-0.36504776080252627
"T1","RB_804_816","MTVC.ds50.pvalue.treatment",0.006669317713288159
"T1","RET_1022_1034","MTVC.ds50.LogFC",-0.33863463031817437
"T1","RET_1022_1034","MTVC.ds50.pvalue.treatment",0.08438475912592036
"T1","RON_1346_1358","MTVC.ds50.LogFC",-0.773094307099044
"T1","RON_1346_1358","MTVC.ds50.pvalue.treatment",0.30981274852966045
"T1","SHC1_309_321","MTVC.ds50.LogFC",-0.13610107338346303
"T1","SHC1_309_321","MTVC.ds50.pvalue.treatment",0.3320980979979784
"T1","STAT2_684_696","MTVC.ds50.LogFC",-0.3013702002999896
"T1","STAT2_684_696","MTVC.ds50.pvalue.treatment",0.047333871144496165
"T1","TEC_512_524","MTVC.ds50.LogFC",0.3579687998202108
"T1","TEC_512_524","MTVC.ds50.pvalue.treatment",0.1735410945737308
"T1","TYRO3_679_691","MTVC.ds50.LogFC",-0.16867069732367285
"T1","TYRO3_679_691","MTVC.ds50.pvalue.treatment",0.3109993144365255
"T1","VGFR2_944_956","MTVC.ds50.LogFC",-0.02701804265342871
"T1","VGFR2_944_956","MTVC.ds50.pvalue.treatment",0.8399024465622218
"T1","VGFR2_989_1001","MTVC.ds50.LogFC",-0.40744111803254485
"T1","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",0.12969179946314546
"T1","VGFR3_1061_1073","MTVC.ds50.LogFC",-0.4401551439803964
"T1","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",0.13364057987387712
"T1","VINC_815_827","MTVC.ds50.LogFC",-0.35640023376557567
"T1","VINC_815_827","MTVC.ds50.pvalue.treatment",0.011361164404988688
"T1","VISTA_260_270","MTVC.ds50.LogFC",-0.21857921228338822
"T1","VISTA_260_270","MTVC.ds50.pvalue.treatment",0.10225158642554755
"T1","YES_420_432","MTVC.ds50.LogFC",-0.02772632926814299
"T1","YES_420_432","MTVC.ds50.pvalue.treatment",0.9702864960685085
"T1","ZAP70_313_325","MTVC.ds50.LogFC",-0.2403153593748446
"T1","ZAP70_313_325","MTVC.ds50.pvalue.treatment",0.1001357755812684
"T1","ZAP70_485_497","MTVC.ds50.LogFC",-0.5013099810544898
"T1","ZAP70_485_497","MTVC.ds50.pvalue.treatment",0.024685120947022465
"T1","ZBT16_621_633","MTVC.ds50.LogFC",-0.2938663868640649
"T1","ZBT16_621_633","MTVC.ds50.pvalue.treatment",0.1563097282522159
"T2","41_654_666","MTVC.ds50.LogFC",-0.1684530618076773
"T2","41_654_666","MTVC.ds50.pvalue.treatment",0.3966849976580171
"T2","ACHD_383_395","MTVC.ds50.LogFC",-0.583580788201712
"T2","ACHD_383_395","MTVC.ds50.pvalue.treatment",0.09279371074315024
"T2","AKT1_170_182","MTVC.ds50.LogFC",-0.18627003942768022
"T2","AKT1_170_182","MTVC.ds50.pvalue.treatment",0.21679577170709674
"T2","ANXA2_17_29","MTVC.ds50.LogFC",-0.775461137243924
"T2","ANXA2_17_29","MTVC.ds50.pvalue.treatment",0.10637793878773705
"T2","ARAF_297_307","MTVC.ds50.LogFC",-0.2423574785081851
"T2","ARAF_297_307","MTVC.ds50.pvalue.treatment",0.23770008574228907
"T2","BTLA_252_262","MTVC.ds50.LogFC",-0.1352177740677558
"T2","BTLA_252_262","MTVC.ds50.pvalue.treatment",0.24417630696728354
"T2","CD28_203_215","MTVC.ds50.LogFC",-0.047401043124985276
"T2","CD28_203_215","MTVC.ds50.pvalue.treatment",0.6631197172644483
"T2","CD3E_182_194","MTVC.ds50.LogFC",-0.2860538919507756
"T2","CD3E_182_194","MTVC.ds50.pvalue.treatment",0.28991156282431474
"T2","CD3E_193_205","MTVC.ds50.LogFC",-0.030402679060383755
"T2","CD3E_193_205","MTVC.ds50.pvalue.treatment",0.8246436441809735
"T2","CD3Z_105_117","MTVC.ds50.LogFC",-0.7191984652784191
"T2","CD3Z_105_117","MTVC.ds50.pvalue.treatment",0.39052243541918497
"T2","CD3Z_135_147","MTVC.ds50.LogFC",-0.562594753353687
"T2","CD3Z_135_147","MTVC.ds50.pvalue.treatment",0.32332505400180733
"T2","CD3Z_77_89","MTVC.ds50.LogFC",-0.3093462105143107
"T2","CD3Z_77_89","MTVC.ds50.pvalue.treatment",0.10512479953219644
"T2","CD70_9_21_C17S","MTVC.ds50.LogFC",0.08422011638035395
"T2","CD70_9_21_C17S","MTVC.ds50.pvalue.treatment",0.4794540130579521
"T2","CD79A_181_193","MTVC.ds50.LogFC",-0.06242620936568789
"T2","CD79A_181_193","MTVC.ds50.pvalue.treatment",0.6569421185604587
"T2","CDK1_9_21","MTVC.ds50.LogFC",-0.17979214481121925
"T2","CDK1_9_21","MTVC.ds50.pvalue.treatment",0.3167492680780133
"T2","CDK2_8_20","MTVC.ds50.LogFC",-0.2078044993169116
"T2","CDK2_8_20","MTVC.ds50.pvalue.treatment",0.2774747942679938
"T2","CDK4_11_23","MTVC.ds50.LogFC",-0.21648132920281737
"T2","CDK4_11_23","MTVC.ds50.pvalue.treatment",0.3397000056328454
"T2","CDK7_157_169","MTVC.ds50.LogFC",-0.06097024506205746
"T2","CDK7_157_169","MTVC.ds50.pvalue.treatment",0.5642496187512913
"T2","CTNB1_79_91","MTVC.ds50.LogFC",-0.0002482692338380277
"T2","CTNB1_79_91","MTVC.ds50.pvalue.treatment",0.9997641874920551
"T2","DCX_67_79","MTVC.ds50.LogFC",-0.3112897001024757
"T2","DCX_67_79","MTVC.ds50.pvalue.treatment",0.0015729266277024756
"T2","DDR1_506_518","MTVC.ds50.LogFC",-0.522585438198233
"T2","DDR1_506_518","MTVC.ds50.pvalue.treatment",0.0008439742418517859
"T2","DYR1A_212_224","MTVC.ds50.LogFC",-0.44559851396760347
"T2","DYR1A_212_224","MTVC.ds50.pvalue.treatment",0.4466462782770997
"T2","DYR1A_312_324","MTVC.ds50.LogFC",-0.2984882916201586
"T2","DYR1A_312_324","MTVC.ds50.pvalue.treatment",0.05816503656369365
"T2","EFS_246_258","MTVC.ds50.LogFC",-0.13726908762650283
"T2","EFS_246_258","MTVC.ds50.pvalue.treatment",0.2835501398911693
"T2","EGFR_1103_1115","MTVC.ds50.LogFC",-0.2879047981192684
"T2","EGFR_1103_1115","MTVC.ds50.pvalue.treatment",0.6078935534874195
"T2","ENOG_37_49","MTVC.ds50.LogFC",-0.08639066254727709
"T2","ENOG_37_49","MTVC.ds50.pvalue.treatment",0.5481286901392601
"T2","EPHA1_774_786","MTVC.ds50.LogFC",-0.0856610238867705
"T2","EPHA1_774_786","MTVC.ds50.pvalue.treatment",0.7548558571430322
"T2","EPHA2_765_777","MTVC.ds50.LogFC",-0.14236344643666482
"T2","EPHA2_765_777","MTVC.ds50.pvalue.treatment",0.6515277550941316
"T2","EPHA4_589_601","MTVC.ds50.LogFC",-0.5421222765088596
"T2","EPHA4_589_601","MTVC.ds50.pvalue.treatment",0.5100073840394523
"T2","EPHA7_607_619","MTVC.ds50.LogFC",0.24082501619033878
"T2","EPHA7_607_619","MTVC.ds50.pvalue.treatment",0.31845910540886235
"T2","EPHB1_771_783","MTVC.ds50.LogFC",-0.08704853860885536
"T2","EPHB1_771_783","MTVC.ds50.pvalue.treatment",0.8484908635221262
"T2","EPHB4_583_595","MTVC.ds50.LogFC",-0.5566200549945574
"T2","EPHB4_583_595","MTVC.ds50.pvalue.treatment",0.30254964330889456
"T2","EPOR_361_373","MTVC.ds50.LogFC",-0.47356885500789025
"T2","EPOR_361_373","MTVC.ds50.pvalue.treatment",0.1139769067349592
"T2","EPOR_419_431","MTVC.ds50.LogFC",-0.10262257491165283
"T2","EPOR_419_431","MTVC.ds50.pvalue.treatment",0.848613111518453
"T2","FAK1_569_581","MTVC.ds50.LogFC",-0.2180166377609938
"T2","FAK1_569_581","MTVC.ds50.pvalue.treatment",0.16616195881451246
"T2","FAK2_572_584","MTVC.ds50.LogFC",0.010041406875981526
"T2","FAK2_572_584","MTVC.ds50.pvalue.treatment",0.9498766484667798
"T2","FER_707_719","MTVC.ds50.LogFC",-0.15252290194315035
"T2","FER_707_719","MTVC.ds50.pvalue.treatment",0.5164156556463144
"T2","FES_706_718","MTVC.ds50.LogFC",-0.16659972867833664
"T2","FES_706_718","MTVC.ds50.pvalue.treatment",0.4471283123618548
"T2","FRK_380_392","MTVC.ds50.LogFC",0.011406681205923946
"T2","FRK_380_392","MTVC.ds50.pvalue.treatment",0.9424152085679602
"T2","GSK3B_210_222_C218S","MTVC.ds50.LogFC",-0.4487238663134462
"T2","GSK3B_210_222_C218S","MTVC.ds50.pvalue.treatment",0.016680389828183317
"T2","HAVR2_257_267_G257K","MTVC.ds50.LogFC",-0.1848884937057824
"T2","HAVR2_257_267_G257K","MTVC.ds50.pvalue.treatment",0.23921328789450502
"T2","IRS2_626_638","MTVC.ds50.LogFC",0.26522408813276904
"T2","IRS2_626_638","MTVC.ds50.pvalue.treatment",0.3610893420731567
"T2","JAK1_1027_1039","MTVC.ds50.LogFC",-0.3025525787018247
"T2","JAK1_1027_1039","MTVC.ds50.pvalue.treatment",0.47478573387693346
"T2","JAK2_563_577","MTVC.ds50.LogFC",-0.49235094473017743
"T2","JAK2_563_577","MTVC.ds50.pvalue.treatment",0.4335954671470379
"T2","JAK3_974_986","MTVC.ds50.LogFC",-0.42821994297434307
"T2","JAK3_974_986","MTVC.ds50.pvalue.treatment",0.09659725384247708
"T2","K2C6B_53_65","MTVC.ds50.LogFC",-0.216493947613988
"T2","K2C6B_53_65","MTVC.ds50.pvalue.treatment",0.1461890003112052
"T2","K2C8_425_437","MTVC.ds50.LogFC",0.010696693684756883
"T2","K2C8_425_437","MTVC.ds50.pvalue.treatment",0.9710472891546453
"T2","KIT_930_942_C942S","MTVC.ds50.LogFC",-0.12420103980804731
"T2","KIT_930_942_C942S","MTVC.ds50.pvalue.treatment",0.5533949458983893
"T2","LCK_387_399","MTVC.ds50.LogFC",-0.23862679092490702
"T2","LCK_387_399","MTVC.ds50.pvalue.treatment",0.6628391467791532
"T2","MAPK3_198_210_C203S","MTVC.ds50.LogFC",-0.45010970135577677
"T2","MAPK3_198_210_C203S","MTVC.ds50.pvalue.treatment",0.13841758116979097
"T2","MBP_198_210","MTVC.ds50.LogFC",-0.011484256327546072
"T2","MBP_198_210","MTVC.ds50.pvalue.treatment",0.9333413382102762
"T2","MBP_259_271","MTVC.ds50.LogFC",-0.05783960605554722
"T2","MBP_259_271","MTVC.ds50.pvalue.treatment",0.8728576237001822
"T2","MET_1227_1239","MTVC.ds50.LogFC",-0.1235453422356137
"T2","MET_1227_1239","MTVC.ds50.pvalue.treatment",0.5560483112678065
"T2","MET_1228_1240","MTVC.ds50.LogFC",-0.15498820249773215
"T2","MET_1228_1240","MTVC.ds50.pvalue.treatment",0.5536272098801645
"T2","MK01_180_192","MTVC.ds50.LogFC",-0.3570982182231776
"T2","MK01_180_192","MTVC.ds50.pvalue.treatment",0.01313083266895898
"T2","MK03_199_208","MTVC.ds50.LogFC",-0.31779489402624816
"T2","MK03_199_208","MTVC.ds50.pvalue.treatment",0.06586558564348888
"T2","MK07_212_224","MTVC.ds50.LogFC",-0.06704135348357645
"T2","MK07_212_224","MTVC.ds50.pvalue.treatment",0.8254753663550898
"T2","MK08_181_191","MTVC.ds50.LogFC",-0.15956880330317874
"T2","MK08_181_191","MTVC.ds50.pvalue.treatment",0.09564925634375587
"T2","MK10_216_228","MTVC.ds50.LogFC",-0.08349202787441878
"T2","MK10_216_228","MTVC.ds50.pvalue.treatment",0.4665213328102493
"T2","MK12_180_189_M182B","MTVC.ds50.LogFC",-0.20607082919983116
"T2","MK12_180_189_M182B","MTVC.ds50.pvalue.treatment",0.704383570181256
"T2","MPZL1_235_246_H235K_Q236K","MTVC.ds50.LogFC",-0.2925861517190003
"T2","MPZL1_235_246_H235K_Q236K","MTVC.ds50.pvalue.treatment",0.14772690095080532
"T2","NCF1_313_325","MTVC.ds50.LogFC",0.11242459278617983
"T2","NCF1_313_325","MTVC.ds50.pvalue.treatment",0.4744894029785369
"T2","NPT2A_501_513","MTVC.ds50.LogFC",-0.16131694105161404
"T2","NPT2A_501_513","MTVC.ds50.pvalue.treatment",0.18509797521917193
"T2","NTRK2_696_708","MTVC.ds50.LogFC",-0.36388553695199705
"T2","NTRK2_696_708","MTVC.ds50.pvalue.treatment",0.044421647835346745
"T2","P85A_600_612","MTVC.ds50.LogFC",-0.17222695328500393
"T2","P85A_600_612","MTVC.ds50.pvalue.treatment",0.5698904785091816
"T2","PAXI_111_123","MTVC.ds50.LogFC",-0.144647008918234
"T2","PAXI_111_123","MTVC.ds50.pvalue.treatment",0.43560807941963153
"T2","PAXI_24_36","MTVC.ds50.LogFC",-0.36602700757168893
"T2","PAXI_24_36","MTVC.ds50.pvalue.treatment",0.11577521063634544
"T2","PDPK1_2_14","MTVC.ds50.LogFC",-0.3358156505654091
"T2","PDPK1_2_14","MTVC.ds50.pvalue.treatment",0.0390203746341693
"T2","PDPK1_369_381","MTVC.ds50.LogFC",0.36337144644054575
"T2","PDPK1_369_381","MTVC.ds50.pvalue.treatment",0.4400289077806798
"T2","PECA1_706_718","MTVC.ds50.LogFC",-0.05427118197971853
"T2","PECA1_706_718","MTVC.ds50.pvalue.treatment",0.704537866667402
"T2","PECA1_708_718","MTVC.ds50.LogFC",0.038880795165257054
"T2","PECA1_708_718","MTVC.ds50.pvalue.treatment",0.7555795032719668
"T2","PGFRB_1002_1014","MTVC.ds50.LogFC",-1.2646980820540428
"T2","PGFRB_1002_1014","MTVC.ds50.pvalue.treatment",0.05162117719827597
"T2","PGFRB_1014_1028","MTVC.ds50.LogFC",-1.174171426719918
"T2","PGFRB_1014_1028","MTVC.ds50.pvalue.treatment",0.1294919717455083
"T2","PGFRB_572_584","MTVC.ds50.LogFC",0.020570423726319245
"T2","PGFRB_572_584","MTVC.ds50.pvalue.treatment",0.8701644668458961
"T2","PGFRB_709_721","MTVC.ds50.LogFC",-0.2707398058032632
"T2","PGFRB_709_721","MTVC.ds50.pvalue.treatment",0.3110068636144525
"T2","PGFRB_768_780","MTVC.ds50.LogFC",-0.4127961531203077
"T2","PGFRB_768_780","MTVC.ds50.pvalue.treatment",0.22431378014939307
"T2","PGFRB_771_783","MTVC.ds50.LogFC",-0.03906594599324936
"T2","PGFRB_771_783","MTVC.ds50.pvalue.treatment",0.9644386880673241
"T2","PLCG1_764_776","MTVC.ds50.LogFC",-0.20257579381415644
"T2","PLCG1_764_776","MTVC.ds50.pvalue.treatment",0.25836326769348394
"T2","PLCG2_1191_1203_C1200S","MTVC.ds50.LogFC",-0.08542401953747084
"T2","PLCG2_1191_1203_C1200S","MTVC.ds50.pvalue.treatment",0.6280041935681828
"T2","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.LogFC",-0.3972649007224372
"T2","PLCG2_1211_1222_N1211K_N1212K","MTVC.ds50.pvalue.treatment",0.1960123722818503
"T2","PP2AB_297_309","MTVC.ds50.LogFC",-0.21279103805023708
"T2","PP2AB_297_309","MTVC.ds50.pvalue.treatment",0.21670195988166796
"T2","PRGR_786_798","MTVC.ds50.LogFC",-0.4431843327833107
"T2","PRGR_786_798","MTVC.ds50.pvalue.treatment",0.37186961598553303
"T2","PRRX2_202_214","MTVC.ds50.LogFC",-0.3264956703303923
"T2","PRRX2_202_214","MTVC.ds50.pvalue.treatment",0.15244168147954906
"T2","PTN11_539_551","MTVC.ds50.LogFC",-0.40809584114299813
"T2","PTN11_539_551","MTVC.ds50.pvalue.treatment",0.06668921227279379
"T2","PTN11_541_551","MTVC.ds50.LogFC",0.025527998072180036
"T2","PTN11_541_551","MTVC.ds50.pvalue.treatment",0.8903493569250143
"T2","PTN11_57_67","MTVC.ds50.LogFC",-0.24060983045128376
"T2","PTN11_57_67","MTVC.ds50.pvalue.treatment",0.2383964555921123
"T2","PTN11_580_590","MTVC.ds50.LogFC",-0.2915221316224154
"T2","PTN11_580_590","MTVC.ds50.pvalue.treatment",0.2834040185217568
"T2","PTN6_531_541","MTVC.ds50.LogFC",-0.18503087524070522
"T2","PTN6_531_541","MTVC.ds50.pvalue.treatment",0.2672230146975767
"T2","PTN6_558_570","MTVC.ds50.LogFC",-0.2589532236407717
"T2","PTN6_558_570","MTVC.ds50.pvalue.treatment",0.3208799692042965
"T2","RAF1_332_344","MTVC.ds50.LogFC",-0.11383050467354382
"T2","RAF1_332_344","MTVC.ds50.pvalue.treatment",0.4262456299484998
"T2","RASA1_453_465","MTVC.ds50.LogFC",-0.11460433227193495
"T2","RASA1_453_465","MTVC.ds50.pvalue.treatment",0.4742407234784045
"T2","RB_804_816","MTVC.ds50.LogFC",-0.2538252172326683
"T2","RB_804_816","MTVC.ds50.pvalue.treatment",0.048208506425968745
"T2","RET_1022_1034","MTVC.ds50.LogFC",-0.15666840074427713
"T2","RET_1022_1034","MTVC.ds50.pvalue.treatment",0.41073403899537997
"T2","RON_1346_1358","MTVC.ds50.LogFC",-0.992600071630142
"T2","RON_1346_1358","MTVC.ds50.pvalue.treatment",0.19592898186017305
"T2","SHC1_309_321","MTVC.ds50.LogFC",-0.08098932311238427
"T2","SHC1_309_321","MTVC.ds50.pvalue.treatment",0.5608147085405109
"T2","STAT2_684_696","MTVC.ds50.LogFC",-0.22175399944599988
"T2","STAT2_684_696","MTVC.ds50.pvalue.treatment",0.1356163225718472
"T2","TEC_512_524","MTVC.ds50.LogFC",0.04751197221986969
"T2","TEC_512_524","MTVC.ds50.pvalue.treatment",0.8533054034333332
"T2","TYRO3_679_691","MTVC.ds50.LogFC",-0.1982020178209473
"T2","TYRO3_679_691","MTVC.ds50.pvalue.treatment",0.23612260507071214
"T2","VGFR2_944_956","MTVC.ds50.LogFC",0.2028665357177417
"T2","VGFR2_944_956","MTVC.ds50.pvalue.treatment",0.14002786381710375
"T2","VGFR2_989_1001","MTVC.ds50.LogFC",-0.3289646392492322
"T2","VGFR2_989_1001","MTVC.ds50.pvalue.treatment",0.21656333065862632
"T2","VGFR3_1061_1073","MTVC.ds50.LogFC",-0.5638759259941346
"T2","VGFR3_1061_1073","MTVC.ds50.pvalue.treatment",0.05893339286354693
"T2","VINC_815_827","MTVC.ds50.LogFC",-0.31748330680659753
"T2","VINC_815_827","MTVC.ds50.pvalue.treatment",0.02200254682204461
"T2","VISTA_260_270","MTVC.ds50.LogFC",-0.0350078197601679
